artwork_id,artist_id,title,year_created,medium,dimensions,description,collection_id
ART378,ARS100,Whispering Violet Forest,1880,Ink on paper,223 x 133 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL096
ART379,ARS062,Luminous Red Harbor,2013,Acrylic on canvas,202 x 128 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL057
ART380,ARS025,Hidden Emerald Forest,1911,Photograph,197 x 195 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL049
ART381,ARS054,Melancholic Onyx Path No. 28,1977,Watercolor on paper,212 x 195 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL004
ART382,ARS103,Celestial Blue Reflection No. 29,1901,Oil on canvas,172 x 218 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL018
ART383,ARS056,Distant Sapphire Landscape,2011,Acrylic on canvas,117 x 158 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL084
ART384,ARS100,Eternal Ivory Garden,1897,Bronze sculpture,276 x 64 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL005
ART385,ARS150,Broken Onyx Light,1938,Ink on paper,287 x 36 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL006
ART386,ARS032,Whispering Amber Path,2010,Watercolor on paper,70 x 60 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL096
ART387,ARS128,Whispering Amber Echo,2013,Installation,49 x 151 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL114
ART388,ARS085,Eternal Sapphire Silhouette,1899,Marble sculpture,296 x 242 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL007
ART389,ARS059,Celestial Ivory River No. 7,1958,Photograph,143 x 225 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL083
ART390,ARS047,Broken Blue City,1968,Watercolor on paper,128 x 56 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL053
ART391,ARS033,Golden Emerald Figure,1978,Photograph,134 x 150 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL021
ART392,ARS110,Broken Sapphire Garden,1931,Installation,247 x 120 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL064
ART393,ARS078,Whispering Indigo Mountain,1952,Acrylic on canvas,169 x 276 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL093
ART394,ARS102,Radiant Emerald Sea,2016,Digital print,251 x 109 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL006
ART395,ARS098,Distant Red Memory,1994,Mixed media,119 x 161 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL119
ART396,ARS079,Broken Sapphire Reflection,1996,Watercolor on paper,66 x 200 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL121
ART397,ARS051,Eternal Amber Harbor No. 65,1998,Mixed media,281 x 237 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL102
ART398,ARS096,Radiant Violet Memory,1919,Acrylic on canvas,239 x 49 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL099
ART399,ARS145,Hidden Amber Path,2002,Bronze sculpture,290 x 280 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL015
ART400,ARS099,Distant Amber River,1994,Marble sculpture,44 x 105 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL117
ART401,ARS038,Vibrant Amber Landscape,1986,Acrylic on canvas,112 x 36 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL024
ART402,ARS099,Radiant Indigo City,1972,Mixed media,246 x 114 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL065
ART403,ARS078,Infinite Scarlet Reflection,1966,Installation,75 x 85 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL089
ART404,ARS037,Vibrant Amber Reflection,1999,Oil on canvas,116 x 281 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL025
ART405,ARS018,Distant Scarlet Path,2019,Watercolor on paper,250 x 117 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL096
ART406,ARS048,Eternal Amber Sea No. 15,2002,Ink on paper,138 x 125 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL016
ART407,ARS047,Luminous Sapphire Path,2022,Acrylic on canvas,85 x 115 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL076
ART408,ARS022,Radiant Red Sky No. 4,2023,Digital print,150 x 274 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL026
ART409,ARS003,Crimson Sapphire Harbor,1904,Photograph,79 x 138 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL002
ART410,ARS097,Infinite Sapphire Sea,1923,Bronze sculpture,249 x 202 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL088
ART411,ARS081,Forgotten Ivory Reflection,1931,Acrylic on canvas,212 x 199 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL001
ART412,ARS117,Radiant Emerald Harbor,2009,Bronze sculpture,173 x 157 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL116
ART413,ARS122,Infinite Onyx Horizon No. 42,1968,Bronze sculpture,214 x 53 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL114
ART414,ARS060,Secret Onyx Landscape,2010,Acrylic on canvas,249 x 273 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL099
ART415,ARS076,Luminous Emerald Light,1902,Digital print,46 x 95 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL023
ART416,ARS078,Melancholic Violet Garden,1947,Ink on paper,276 x 153 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL055
ART417,ARS044,Golden Red Path,1927,Mixed media,112 x 197 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL072
ART418,ARS057,Vibrant Violet Dream,1982,Bronze sculpture,281 x 76 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL058
ART419,ARS148,Golden Ivory Reflection,1947,Ink on paper,253 x 149 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL067
ART420,ARS030,Whispering Red Dream No. 76,1907,Watercolor on paper,89 x 218 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL081
ART421,ARS098,Shimmering Blue Memory No. 69,1997,Bronze sculpture,228 x 246 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL094
ART422,ARS033,Infinite Indigo Figure No. 51,1928,Watercolor on paper,265 x 191 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL076
ART423,ARS057,Eternal Blue Landscape,1978,Installation,93 x 170 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL123
ART424,ARS056,Secret Sapphire Reflection No. 43,2012,Oil on canvas,137 x 145 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL046
ART425,ARS125,Radiant Sapphire Garden,1933,Mixed media,230 x 202 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL122
ART426,ARS090,Radiant Onyx City,1983,Photograph,174 x 129 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL101
ART427,ARS025,Eternal Ivory Figure,1908,Watercolor on paper,185 x 264 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL036
ART428,ARS114,Secret Sapphire Echo No. 26,1957,Watercolor on paper,215 x 82 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL097
ART429,ARS110,Hidden Blue Dream,1960,Acrylic on canvas,121 x 56 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL087
ART430,ARS112,Eternal Onyx River No. 31,1998,Installation,280 x 184 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL045
ART431,ARS097,Golden Violet Reflection,1936,Acrylic on canvas,218 x 35 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL030
ART432,ARS022,Misty Violet Light No. 76,2022,Acrylic on canvas,275 x 170 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL047
ART433,ARS099,Secret Onyx Memory,1960,Photograph,196 x 62 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL048
ART434,ARS104,Silent Onyx Shadow,2023,Installation,62 x 295 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL032
ART435,ARS054,Misty Emerald Landscape,1971,Acrylic on canvas,258 x 190 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL011
ART436,ARS033,Shimmering Amber Garden No. 33,1982,Acrylic on canvas,47 x 73 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL130
ART437,ARS077,Frozen Scarlet Garden,2017,Marble sculpture,30 x 157 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL012
ART438,ARS133,Whispering Scarlet Mountain No. 63,2017,Bronze sculpture,190 x 297 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL054
ART439,ARS026,Crimson Amber Forest No. 39,1913,Installation,98 x 140 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL092
ART440,ARS072,Eternal Indigo Path No. 33,1917,Mixed media,225 x 113 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL117
ART441,ARS022,Vibrant Onyx Echo,1990,Bronze sculpture,167 x 128 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL042
ART442,ARS108,Eternal Ivory Path,1979,Marble sculpture,156 x 69 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL032
ART443,ARS137,Misty Scarlet Path No. 12,1961,Watercolor on paper,200 x 169 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL058
ART444,ARS071,Forgotten Onyx Dream,1925,Marble sculpture,119 x 299 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL126
ART445,ARS025,Infinite Ivory Figure,1940,Oil on canvas,168 x 80 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL044
ART446,ARS082,Radiant Emerald Symphony,1994,Marble sculpture,274 x 95 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL003
ART447,ARS132,Eternal Emerald Echo,2022,Bronze sculpture,166 x 57 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL064
ART448,ARS108,Broken Emerald Mountain,2004,Marble sculpture,269 x 287 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL071
ART449,ARS110,Infinite Amber Memory,1911,Bronze sculpture,186 x 238 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL024
ART450,ARS021,Golden Amber City No. 8,1995,Oil on canvas,176 x 282 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL109
ART451,ARS131,Eternal Violet Sea,1995,Oil on canvas,93 x 237 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL049
ART452,ARS002,Distant Scarlet Symphony No. 68,1890,Watercolor on paper,51 x 259 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL058
ART453,ARS045,Golden Ivory Echo,1886,Mixed media,246 x 283 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL044
ART454,ARS096,Misty Ivory River,1925,Digital print,178 x 183 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL076
ART455,ARS068,Luminous Blue Figure,1940,Digital print,293 x 48 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL125
ART456,ARS015,Frozen Blue Landscape,1876,Oil on canvas,211 x 84 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL090
ART457,ARS048,Radiant Ivory Harbor No. 63,1970,Photograph,73 x 300 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL040
ART458,ARS106,Misty Violet Harbor No. 33,1937,Bronze sculpture,270 x 232 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL077
ART459,ARS094,Distant Emerald Shadow,1969,Watercolor on paper,254 x 254 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL036
ART460,ARS091,Distant Blue Symphony,2004,Marble sculpture,86 x 127 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL011
ART461,ARS035,Radiant Onyx Silhouette,1991,Marble sculpture,131 x 275 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL031
ART462,ARS108,Secret Scarlet Sea,1993,Mixed media,95 x 196 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL129
ART463,ARS100,Eternal Red Dream,1885,Photograph,109 x 206 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL004
ART464,ARS061,Crimson Ivory Path,1944,Marble sculpture,252 x 275 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL073
ART465,ARS125,Golden Onyx River,1944,Ink on paper,291 x 125 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL072
ART466,ARS030,Vibrant Amber Path No. 14,1927,Installation,122 x 126 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL039
ART467,ARS059,Misty Emerald Reflection No. 25,1952,Installation,248 x 39 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL052
ART468,ARS024,Crimson Onyx Path,1958,Mixed media,143 x 202 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL123
ART469,ARS016,Infinite Onyx Forest,2000,Bronze sculpture,216 x 173 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL108
ART470,ARS064,Celestial Blue Garden No. 7,2003,Digital print,138 x 176 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL072
ART471,ARS026,Distant Emerald Sky,1923,Acrylic on canvas,201 x 185 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL025
ART472,ARS004,Melancholic Emerald Silhouette,1904,Ink on paper,300 x 220 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL071
ART473,ARS054,Shimmering Onyx City,1979,Installation,91 x 51 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL049
ART474,ARS050,Broken Red City,2023,Digital print,205 x 184 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL052
ART475,ARS137,Eternal Blue Echo No. 71,1933,Digital print,207 x 217 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL031
ART476,ARS112,Golden Violet Path,2005,Installation,41 x 115 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL071
ART477,ARS034,Whispering Blue Figure No. 25,1995,Acrylic on canvas,283 x 292 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL043
ART478,ARS113,Infinite Onyx Shadow,2015,Watercolor on paper,169 x 135 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL001
ART479,ARS041,Shimmering Amber Figure,2022,Photograph,292 x 263 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL067
ART480,ARS078,Forgotten Sapphire Sky,1950,Photograph,144 x 53 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL061
ART481,ARS075,Crimson Emerald Sky,1998,Ink on paper,56 x 157 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL030
ART482,ARS001,Frozen Indigo Symphony,1701,Installation,98 x 239 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL076
ART483,ARS084,Crimson Blue Symphony No. 36,1934,Photograph,161 x 38 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL028
ART484,ARS098,Vibrant Indigo Shadow No. 57,1999,Ink on paper,196 x 167 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL102
ART485,ARS040,Broken Amber Path,2014,Watercolor on paper,77 x 283 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL118
ART486,ARS048,Hidden Amber Figure,1968,Marble sculpture,174 x 40 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL042
ART487,ARS046,Radiant Indigo Horizon No. 10,1924,Mixed media,155 x 262 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL026
ART488,ARS135,Eternal Blue Landscape No. 50,1999,Oil on canvas,86 x 36 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL034
ART489,ARS064,Golden Sapphire Echo,2021,Acrylic on canvas,36 x 34 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL087
ART490,ARS022,Luminous Emerald Sea,2014,Bronze sculpture,113 x 187 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL123
ART491,ARS040,Forgotten Blue Shadow,2018,Oil on canvas,93 x 40 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL027
ART492,ARS140,Whispering Red Light,1966,Ink on paper,102 x 30 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL007
ART493,ARS059,Distant Onyx Echo,1961,Acrylic on canvas,145 x 226 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL126
ART494,ARS044,Misty Amber Dream,1960,Installation,212 x 69 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL086
ART495,ARS031,Frozen Red Forest,1957,Installation,249 x 201 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL047
ART496,ARS109,Frozen Red Sky,2020,Acrylic on canvas,218 x 165 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL001
ART497,ARS039,Eternal Ivory Echo,2009,Acrylic on canvas,274 x 64 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL110
ART498,ARS072,Eternal Red Silhouette,1912,Bronze sculpture,227 x 210 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL127
ART499,ARS109,Celestial Emerald River,2013,Photograph,284 x 282 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL059
ART500,ARS099,Golden Indigo Path,1976,Bronze sculpture,74 x 150 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL001
ART501,ARS053,Silent Ivory Shadow,1920,Bronze sculpture,86 x 60 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL093
ART502,ARS036,Whispering Violet Echo,1951,Ink on paper,245 x 154 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL058
ART503,ARS015,Eternal Red Echo,1858,Oil on canvas,247 x 220 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL028
ART504,ARS149,Golden Violet Landscape,1947,Watercolor on paper,105 x 217 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL021
ART505,ARS063,Golden Blue Figure,1941,Digital print,106 x 123 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL036
ART506,ARS136,Whispering Violet Path,1945,Acrylic on canvas,36 x 176 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL040
ART507,ARS016,Crimson Indigo Garden,1983,Digital print,232 x 246 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL067
ART508,ARS147,Infinite Sapphire River,1973,Photograph,169 x 77 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL097
ART509,ARS033,Luminous Onyx Landscape No. 51,1939,Digital print,69 x 269 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL081
ART510,ARS104,Radiant Emerald Forest,2021,Acrylic on canvas,129 x 168 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL027
ART511,ARS020,Frozen Indigo Silhouette No. 37,2008,Ink on paper,84 x 63 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL003
ART512,ARS080,Luminous Scarlet Horizon,1913,Acrylic on canvas,153 x 167 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL012
ART513,ARS145,Whispering Blue Symphony,2005,Bronze sculpture,286 x 129 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL101
ART514,ARS092,Infinite Red Light,1967,Digital print,42 x 225 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL010
ART515,ARS075,Hidden Emerald Mountain No. 12,1995,Watercolor on paper,140 x 102 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL129
ART516,ARS133,Infinite Ivory Mountain,1972,Installation,178 x 214 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL111
ART517,ARS011,Radiant Amber Horizon,1949,Installation,68 x 108 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL128
ART518,ARS025,Silent Emerald Memory,1956,Acrylic on canvas,74 x 285 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL117
ART519,ARS081,Hidden Sapphire Garden No. 74,1951,Acrylic on canvas,210 x 75 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL046
ART520,ARS118,Vibrant Violet Sky,1933,Installation,101 x 93 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL125
ART521,ARS011,Frozen Sapphire Reflection,1949,Bronze sculpture,96 x 255 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL081
ART522,ARS096,Golden Onyx Light,1915,Photograph,59 x 155 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL003
ART523,ARS040,Misty Sapphire Reflection No. 52,1988,Digital print,144 x 228 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL024
ART524,ARS090,Broken Violet Shadow,1994,Watercolor on paper,85 x 73 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL028
ART525,ARS102,Distant Amber Reflection,2004,Ink on paper,205 x 278 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL122
ART526,ARS030,Vibrant Violet Forest,1925,Bronze sculpture,104 x 139 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL009
ART527,ARS098,Luminous Blue Horizon,2012,Watercolor on paper,168 x 159 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL022
ART528,ARS037,Golden Sapphire Reflection No. 58,2012,Marble sculpture,298 x 139 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL048
ART529,ARS014,Golden Onyx Silhouette,1925,Bronze sculpture,114 x 131 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL108
ART530,ARS124,Secret Scarlet Garden,1944,Oil on canvas,211 x 229 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL051
ART531,ARS020,Shimmering Indigo Echo,2013,Digital print,37 x 107 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL038
ART532,ARS128,Celestial Red Path,2016,Watercolor on paper,31 x 260 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL116
ART533,ARS149,Misty Blue Horizon,1958,Installation,245 x 115 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL097
ART534,ARS056,Frozen Amber Horizon,2019,Bronze sculpture,37 x 219 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL005
ART535,ARS078,Whispering Scarlet Dream,1969,Bronze sculpture,241 x 240 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL091
ART536,ARS139,Distant Scarlet Silhouette No. 23,2014,Watercolor on paper,249 x 221 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL042
ART537,ARS139,Distant Onyx Memory,2012,Acrylic on canvas,175 x 80 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL027
ART538,ARS023,Silent Indigo Path No. 80,2009,Photograph,81 x 257 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL009
ART539,ARS075,Melancholic Onyx Dream No. 61,1988,Mixed media,209 x 267 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL102
ART540,ARS002,Frozen Amber Light,1879,Ink on paper,187 x 242 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL002
ART541,ARS107,Crimson Blue Harbor No. 48,2006,Bronze sculpture,295 x 192 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL044
ART542,ARS147,Distant Amber Shadow,1975,Installation,231 x 56 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL110
ART543,ARS033,Radiant Emerald Reflection,1961,Ink on paper,111 x 253 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL026
ART544,ARS033,Infinite Red Figure,1981,Bronze sculpture,163 x 111 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL053
ART545,ARS024,Golden Blue Path No. 76,1953,Installation,44 x 70 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL098
ART546,ARS007,Eternal Violet Symphony No. 29,1701,Mixed media,129 x 155 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL067
ART547,ARS014,Vibrant Red Echo,1900,Installation,86 x 265 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL032
ART548,ARS028,Eternal Sapphire Sky,1974,Bronze sculpture,69 x 283 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL054
ART549,ARS101,Misty Violet Harbor,2013,Mixed media,69 x 137 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL097
ART550,ARS081,Broken Emerald Garden,1939,Bronze sculpture,46 x 90 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL089
ART551,ARS124,Melancholic Blue Garden,1933,Installation,92 x 128 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL008
ART552,ARS138,Silent Scarlet Light,1907,Ink on paper,216 x 88 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL008
ART553,ARS084,Eternal Amber City,1928,Digital print,167 x 170 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL052
ART554,ARS024,Frozen Scarlet Memory,1975,Mixed media,253 x 292 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL050
ART555,ARS065,Hidden Amber Sky,1985,Ink on paper,189 x 114 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL125
ART556,ARS111,Broken Onyx Landscape,1983,Installation,193 x 85 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL099
ART557,ARS110,Luminous Indigo Symphony,1908,Oil on canvas,260 x 115 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL065
ART558,ARS105,Whispering Indigo Light,1973,Bronze sculpture,88 x 122 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL110
ART559,ARS048,Frozen Amber City No. 48,1992,Acrylic on canvas,104 x 190 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL003
ART560,ARS082,Silent Ivory Horizon,1973,Mixed media,149 x 63 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL073
ART561,ARS055,Infinite Amber Dream,1993,Bronze sculpture,245 x 252 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL082
ART562,ARS051,Luminous Blue Sea,1986,Acrylic on canvas,245 x 91 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL116
ART563,ARS044,Celestial Indigo Reflection No. 3,1960,Digital print,39 x 32 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL073
ART564,ARS034,Radiant Blue Shadow,1950,Acrylic on canvas,202 x 38 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL121
ART565,ARS025,Distant Sapphire Sky,1927,Photograph,234 x 70 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL081
ART566,ARS127,Crimson Onyx Memory,1907,Bronze sculpture,282 x 92 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL027
