treatment_id,artwork_id,treatment_type,start_date,end_date,cost_usd,treatment_notes,staff_id
TRT535,ART301,Deacidification,2023-03-28,2023-06-14,24393.8,Deacidification carried out due to previous restoration discoloration; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF444
TRT536,ART137,Pest Treatment,2011-09-12,2011-11-20,29317.75,Pest Treatment carried out due to flaking paint layers; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF364
TRT537,ART737,Structural Stabilization,2022-05-25,2022-07-20,22549.49,Structural Stabilization carried out due to yellowed varnish; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF499
TRT538,ART458,Pest Treatment,2014-09-04,2014-10-03,26993.98,Pest Treatment carried out due to frame instability; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF312
TRT539,ART819,Surface Cleaning,2021-05-02,2021-08-15,12098.31,Surface Cleaning carried out due to light damage and fading; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF414
TRT540,ART993,Surface Cleaning,2012-06-18,2012-09-23,6885.41,Surface Cleaning carried out due to acidic backing board; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF133
TRT541,ART035,Surface Cleaning,2018-08-25,2018-09-06,30728.75,Surface Cleaning carried out due to biological contamination; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF528
TRT542,ART847,Inpainting,2017-11-01,2017-12-19,17785.42,Inpainting carried out due to canvas deformation; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF069
TRT543,ART770,Re-framing,2011-02-25,2011-04-01,28502.39,Re-framing carried out due to biological contamination; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF043
TRT544,ART244,Inpainting,2023-08-04,2023-11-26,3023.81,Inpainting carried out due to surface dust and grime; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF468
TRT545,ART020,Re-framing,2016-08-26,2016-10-04,2423.0,Re-framing carried out due to biological contamination; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF266
TRT546,ART627,Pest Treatment,2019-10-02,2019-10-10,15683.42,Pest Treatment carried out due to surface dust and grime; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF003
TRT547,ART080,Varnish Removal,2020-09-12,2020-11-26,15718.23,Varnish Removal carried out due to biological contamination; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF054
TRT548,ART393,Surface Cleaning,2017-09-27,2017-12-22,25352.07,Surface Cleaning carried out due to light damage and fading; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF089
TRT549,ART186,Structural Stabilization,2013-05-07,2013-08-13,19264.85,Structural Stabilization carried out due to frame instability; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF351
TRT550,ART922,Structural Stabilization,2023-03-25,2023-07-18,28324.06,Structural Stabilization carried out due to canvas deformation; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF403
TRT551,ART293,Inpainting,2018-03-29,2018-04-26,33875.78,Inpainting carried out due to acidic backing board; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF006
TRT552,ART150,Deacidification,2015-06-09,2015-09-24,8128.74,Deacidification carried out due to surface dust and grime; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF036
TRT553,ART737,Surface Cleaning,2020-02-25,2020-05-22,30863.06,Surface Cleaning carried out due to frame instability; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF268
TRT554,ART752,Inpainting,2014-09-26,2014-12-14,24814.89,Inpainting carried out due to light damage and fading; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF342
TRT555,ART547,Re-framing,2014-06-27,2014-10-05,5708.21,Re-framing carried out due to acidic backing board; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF187
TRT556,ART231,Inpainting,2020-07-06,2020-10-13,34211.57,Inpainting carried out due to surface dust and grime; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF449
TRT557,ART243,Inpainting,2022-03-02,2022-04-15,19544.08,Inpainting carried out due to flaking paint layers; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF385
TRT558,ART520,Varnish Removal,2017-08-04,2017-11-27,5286.02,Varnish Removal carried out due to canvas deformation; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF193
TRT559,ART721,Varnish Removal,2021-04-06,2021-04-15,2242.09,Varnish Removal carried out due to light damage and fading; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF227
TRT560,ART588,Deacidification,2021-12-27,2022-03-30,9704.14,Deacidification carried out due to light damage and fading; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF330
TRT561,ART710,Varnish Removal,2017-11-20,2018-02-19,11002.15,Varnish Removal carried out due to biological contamination; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF421
TRT562,ART677,Inpainting,2011-02-18,2011-06-03,24000.67,Inpainting carried out due to acidic backing board; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF295
TRT563,ART006,Inpainting,2016-04-24,2016-08-06,12355.26,Inpainting carried out due to panel cracking; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF329
TRT564,ART430,Deacidification,2019-03-22,2019-04-24,12257.9,Deacidification carried out due to frame instability; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF517
TRT565,ART184,Deacidification,2020-02-23,2020-03-23,18166.02,Deacidification carried out due to light damage and fading; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF143
TRT566,ART520,Varnish Removal,2016-03-23,2016-04-01,3929.32,Varnish Removal carried out due to surface dust and grime; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF417
TRT567,ART263,Structural Stabilization,2012-09-09,2012-12-27,3034.35,Structural Stabilization carried out due to previous restoration discoloration; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF498
TRT568,ART320,Inpainting,2016-04-22,2016-05-12,19323.72,Inpainting carried out due to acidic backing board; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF350
TRT569,ART120,Re-framing,2023-09-26,2023-12-03,33811.6,Re-framing carried out due to surface dust and grime; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF058
TRT570,ART680,Re-framing,2012-04-10,2012-07-13,20480.52,Re-framing carried out due to acidic backing board; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF285
TRT571,ART408,Structural Stabilization,2022-05-01,2022-06-26,5439.81,Structural Stabilization carried out due to canvas deformation; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF478
TRT572,ART815,Varnish Removal,2014-11-09,2015-03-01,21480.73,Varnish Removal carried out due to acidic backing board; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF032
TRT573,ART311,Varnish Removal,2011-07-06,2011-10-31,15740.09,Varnish Removal carried out due to surface dust and grime; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF134
TRT574,ART899,Inpainting,2020-08-08,2020-09-26,13156.52,Inpainting carried out due to frame instability; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF178
TRT575,ART122,Re-framing,2010-07-20,2010-08-10,23473.25,Re-framing carried out due to frame instability; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF270
TRT576,ART608,Inpainting,2018-11-10,2018-12-11,24478.21,Inpainting carried out due to light damage and fading; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF031
TRT577,ART177,Varnish Removal,2020-06-27,2020-10-22,6251.66,Varnish Removal carried out due to biological contamination; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF466
TRT578,ART837,Deacidification,2017-10-07,2017-11-20,4075.01,Deacidification carried out due to flaking paint layers; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF307
TRT579,ART489,Deacidification,2016-06-21,2016-06-30,503.1,Deacidification carried out due to surface dust and grime; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF373
TRT580,ART717,Structural Stabilization,2011-01-29,2011-03-29,26213.73,Structural Stabilization carried out due to surface dust and grime; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF203
TRT581,ART865,Structural Stabilization,2011-06-02,2011-09-07,23217.07,Structural Stabilization carried out due to acidic backing board; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF082
TRT582,ART771,Deacidification,2010-06-11,2010-07-20,16825.55,Deacidification carried out due to panel cracking; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF341
TRT583,ART781,Inpainting,2012-11-13,2013-01-26,17664.04,Inpainting carried out due to flaking paint layers; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF115
TRT584,ART800,Re-framing,2023-01-26,2023-03-17,17014.57,Re-framing carried out due to light damage and fading; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF275
TRT585,ART717,Inpainting,2021-05-11,2021-06-07,28632.12,Inpainting carried out due to frame instability; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF062
TRT586,ART337,Pest Treatment,2014-02-03,2014-03-10,2808.61,Pest Treatment carried out due to frame instability; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF293
TRT587,ART738,Surface Cleaning,2016-07-07,2016-09-15,30559.33,Surface Cleaning carried out due to light damage and fading; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF450
TRT588,ART521,Structural Stabilization,2017-03-10,2017-04-14,4244.86,Structural Stabilization carried out due to canvas deformation; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF125
TRT589,ART851,Structural Stabilization,2012-08-16,2012-11-17,1777.48,Structural Stabilization carried out due to yellowed varnish; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF150
TRT590,ART987,Inpainting,2014-07-24,2014-08-07,12422.78,Inpainting carried out due to light damage and fading; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF282
TRT591,ART571,Pest Treatment,2014-06-01,2014-08-24,23125.68,Pest Treatment carried out due to canvas deformation; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF474
TRT592,ART911,Re-framing,2015-02-16,2015-04-25,23818.02,Re-framing carried out due to light damage and fading; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF535
TRT593,ART005,Re-framing,2023-06-02,2023-06-13,14226.55,Re-framing carried out due to light damage and fading; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF522
TRT594,ART187,Structural Stabilization,2018-05-28,2018-06-07,9516.25,Structural Stabilization carried out due to biological contamination; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF314
TRT595,ART752,Varnish Removal,2017-09-13,2017-12-11,23867.88,Varnish Removal carried out due to panel cracking; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF364
TRT596,ART961,Pest Treatment,2014-02-25,2014-05-20,6090.0,Pest Treatment carried out due to surface dust and grime; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF413
TRT597,ART896,Pest Treatment,2013-12-09,2014-03-13,5913.89,Pest Treatment carried out due to frame instability; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF282
TRT598,ART740,Re-framing,2022-09-25,2022-10-16,21905.08,Re-framing carried out due to frame instability; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF313
TRT599,ART642,Deacidification,2018-10-28,2018-11-23,34532.82,Deacidification carried out due to previous restoration discoloration; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF369
TRT600,ART320,Surface Cleaning,2018-02-21,2018-03-01,6416.31,Surface Cleaning carried out due to biological contamination; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF186
TRT601,ART236,Deacidification,2013-12-24,2014-02-19,34870.8,Deacidification carried out due to previous restoration discoloration; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF379
TRT602,ART789,Re-framing,2018-07-02,2018-10-23,12513.31,Re-framing carried out due to panel cracking; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF403
TRT603,ART474,Inpainting,2016-08-31,2016-12-03,33300.72,Inpainting carried out due to light damage and fading; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF254
TRT604,ART415,Surface Cleaning,2022-10-10,2023-01-04,19257.66,Surface Cleaning carried out due to surface dust and grime; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF321
TRT605,ART437,Inpainting,2015-04-15,2015-05-04,20230.36,Inpainting carried out due to yellowed varnish; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF372
TRT606,ART431,Pest Treatment,2023-03-30,2023-05-15,19856.72,Pest Treatment carried out due to previous restoration discoloration; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF484
TRT607,ART382,Inpainting,2016-04-13,2016-04-30,27098.87,Inpainting carried out due to panel cracking; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF286
TRT608,ART041,Inpainting,2022-01-19,2022-01-26,30411.78,Inpainting carried out due to light damage and fading; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF503
TRT609,ART086,Deacidification,2020-09-09,2020-12-17,17554.68,Deacidification carried out due to biological contamination; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF327
TRT610,ART062,Structural Stabilization,2022-06-17,2022-07-13,14068.5,Structural Stabilization carried out due to panel cracking; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF536
TRT611,ART694,Inpainting,2020-05-24,2020-07-30,22694.62,Inpainting carried out due to light damage and fading; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF135
TRT612,ART703,Surface Cleaning,2019-05-21,2019-08-23,9390.84,Surface Cleaning carried out due to previous restoration discoloration; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF308
TRT613,ART658,Inpainting,2022-09-18,2022-12-02,341.31,Inpainting carried out due to acidic backing board; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF146
TRT614,ART102,Re-framing,2014-06-27,2014-09-13,19858.76,Re-framing carried out due to yellowed varnish; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF049
TRT615,ART826,Structural Stabilization,2016-06-11,2016-08-23,10834.07,Structural Stabilization carried out due to previous restoration discoloration; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF308
TRT616,ART519,Varnish Removal,2019-02-03,2019-05-21,6849.35,Varnish Removal carried out due to panel cracking; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF497
TRT617,ART650,Pest Treatment,2012-08-26,2012-11-03,22913.16,Pest Treatment carried out due to previous restoration discoloration; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF499
TRT618,ART203,Deacidification,2020-09-18,2020-10-10,26971.75,Deacidification carried out due to flaking paint layers; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF133
TRT619,ART565,Varnish Removal,2022-08-05,2022-11-26,4641.38,Varnish Removal carried out due to flaking paint layers; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF146
TRT620,ART740,Structural Stabilization,2020-03-29,2020-05-26,4847.24,Structural Stabilization carried out due to light damage and fading; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF343
TRT621,ART295,Structural Stabilization,2010-04-16,2010-05-21,9526.82,Structural Stabilization carried out due to surface dust and grime; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF107
TRT622,ART959,Inpainting,2017-02-02,2017-03-31,16648.53,Inpainting carried out due to acidic backing board; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF201
TRT623,ART361,Structural Stabilization,2019-07-18,2019-09-06,21562.86,Structural Stabilization carried out due to surface dust and grime; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF312
TRT624,ART296,Varnish Removal,2015-02-05,2015-03-13,32943.99,Varnish Removal carried out due to panel cracking; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF148
TRT625,ART928,Structural Stabilization,2013-07-04,2013-10-30,33779.42,Structural Stabilization carried out due to previous restoration discoloration; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF088
TRT626,ART145,Re-framing,2023-08-29,2023-09-15,7827.53,Re-framing carried out due to panel cracking; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF334
TRT627,ART208,Re-framing,2023-04-14,2023-04-30,17670.21,Re-framing carried out due to biological contamination; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF538
TRT628,ART484,Re-framing,2023-02-25,2023-05-31,8081.99,Re-framing carried out due to previous restoration discoloration; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF121
TRT629,ART291,Pest Treatment,2015-04-07,2015-05-09,24372.88,Pest Treatment carried out due to surface dust and grime; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF139
TRT630,ART579,Pest Treatment,2012-12-24,2013-02-13,9502.02,Pest Treatment carried out due to previous restoration discoloration; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF148
TRT631,ART213,Structural Stabilization,2012-04-15,2012-07-13,9016.83,Structural Stabilization carried out due to canvas deformation; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF183
TRT632,ART967,Deacidification,2015-04-23,2015-06-11,7024.15,Deacidification carried out due to previous restoration discoloration; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF238
TRT633,ART709,Inpainting,2020-05-28,2020-08-31,15147.78,Inpainting carried out due to canvas deformation; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF087
TRT634,ART387,Inpainting,2011-10-11,2012-02-04,6443.49,Inpainting carried out due to previous restoration discoloration; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF037
TRT635,ART811,Deacidification,2021-09-05,2021-12-13,6695.65,Deacidification carried out due to canvas deformation; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF316
TRT636,ART091,Re-framing,2016-11-22,2017-02-06,12172.65,Re-framing carried out due to yellowed varnish; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF257
TRT637,ART326,Varnish Removal,2011-07-07,2011-07-29,16212.79,Varnish Removal carried out due to biological contamination; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF038
TRT638,ART846,Deacidification,2022-10-07,2022-12-31,18267.44,Deacidification carried out due to acidic backing board; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF002
TRT639,ART580,Varnish Removal,2017-05-05,2017-06-21,3782.75,Varnish Removal carried out due to panel cracking; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF240
TRT640,ART583,Deacidification,2020-05-14,2020-07-17,14447.34,Deacidification carried out due to frame instability; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF375
TRT641,ART387,Surface Cleaning,2011-04-26,2011-06-08,30384.14,Surface Cleaning carried out due to frame instability; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF205
TRT642,ART613,Surface Cleaning,2021-05-17,2021-07-02,23288.62,Surface Cleaning carried out due to light damage and fading; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF413
TRT643,ART686,Surface Cleaning,2013-01-21,2013-05-20,10608.74,Surface Cleaning carried out due to flaking paint layers; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF288
TRT644,ART807,Pest Treatment,2017-04-11,2017-08-07,9927.15,Pest Treatment carried out due to canvas deformation; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF012
TRT645,ART645,Re-framing,2013-10-18,2014-01-04,9344.62,Re-framing carried out due to biological contamination; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF370
TRT646,ART265,Deacidification,2021-09-08,2021-09-16,476.81,Deacidification carried out due to flaking paint layers; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF425
TRT647,ART066,Structural Stabilization,2013-02-14,2013-03-08,33159.61,Structural Stabilization carried out due to frame instability; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF553
TRT648,ART320,Pest Treatment,2014-05-27,2014-07-02,10499.85,Pest Treatment carried out due to panel cracking; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF048
TRT649,ART480,Deacidification,2016-01-23,2016-04-08,28265.26,Deacidification carried out due to previous restoration discoloration; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF523
TRT650,ART750,Re-framing,2011-08-12,2011-10-26,19630.4,Re-framing carried out due to panel cracking; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF163
TRT651,ART170,Pest Treatment,2023-05-06,2023-07-05,24477.26,Pest Treatment carried out due to acidic backing board; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF166
TRT652,ART342,Pest Treatment,2016-07-13,2016-09-04,31001.5,Pest Treatment carried out due to flaking paint layers; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF059
TRT653,ART846,Pest Treatment,2013-08-06,2013-11-19,11462.67,Pest Treatment carried out due to acidic backing board; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF242
TRT654,ART167,Structural Stabilization,2016-02-11,2016-02-18,17573.59,Structural Stabilization carried out due to frame instability; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF543
TRT655,ART259,Structural Stabilization,2018-03-12,2018-04-16,33228.63,Structural Stabilization carried out due to acidic backing board; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF408
TRT656,ART617,Structural Stabilization,2022-04-24,2022-08-22,13808.11,Structural Stabilization carried out due to surface dust and grime; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF114
TRT657,ART493,Structural Stabilization,2011-09-22,2012-01-19,21297.94,Structural Stabilization carried out due to acidic backing board; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF117
TRT658,ART360,Inpainting,2019-12-30,2020-03-28,33867.05,Inpainting carried out due to previous restoration discoloration; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF012
TRT659,ART114,Pest Treatment,2019-10-26,2019-11-16,17672.73,Pest Treatment carried out due to light damage and fading; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF344
TRT660,ART596,Re-framing,2010-10-15,2011-02-02,33270.17,Re-framing carried out due to surface dust and grime; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF087
TRT661,ART148,Varnish Removal,2014-04-06,2014-04-16,31103.55,Varnish Removal carried out due to light damage and fading; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF199
TRT662,ART013,Structural Stabilization,2019-04-22,2019-07-25,5345.27,Structural Stabilization carried out due to light damage and fading; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF382
TRT663,ART014,Re-framing,2021-07-07,2021-09-06,14523.86,Re-framing carried out due to canvas deformation; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF552
TRT664,ART756,Surface Cleaning,2018-02-07,2018-03-24,8182.71,Surface Cleaning carried out due to light damage and fading; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF257
TRT665,ART875,Deacidification,2013-09-28,2014-01-16,30472.02,Deacidification carried out due to acidic backing board; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF252
TRT666,ART170,Re-framing,2015-10-03,2015-12-26,210.73,Re-framing carried out due to biological contamination; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF060
TRT667,ART265,Varnish Removal,2011-01-28,2011-05-01,5551.86,Varnish Removal carried out due to canvas deformation; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF159
TRT668,ART825,Pest Treatment,2022-09-09,2022-12-19,15480.6,Pest Treatment carried out due to surface dust and grime; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF235
TRT669,ART551,Re-framing,2021-08-09,2021-09-01,29806.7,Re-framing carried out due to flaking paint layers; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF076
TRT670,ART484,Deacidification,2021-06-29,2021-07-08,21796.61,Deacidification carried out due to previous restoration discoloration; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF402
TRT671,ART789,Varnish Removal,2017-05-16,2017-07-02,1137.69,Varnish Removal carried out due to yellowed varnish; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF417
TRT672,ART212,Structural Stabilization,2018-04-06,2018-04-24,32742.93,Structural Stabilization carried out due to acidic backing board; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF316
TRT673,ART437,Surface Cleaning,2019-07-03,2019-07-10,26018.94,Surface Cleaning carried out due to light damage and fading; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF405
TRT674,ART577,Varnish Removal,2011-12-17,2012-03-30,25719.86,Varnish Removal carried out due to previous restoration discoloration; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF513
TRT675,ART214,Surface Cleaning,2021-09-10,2021-10-09,12919.06,Surface Cleaning carried out due to previous restoration discoloration; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF285
TRT676,ART437,Surface Cleaning,2014-07-29,2014-11-26,2832.6,Surface Cleaning carried out due to previous restoration discoloration; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF419
TRT677,ART817,Pest Treatment,2010-06-03,2010-09-30,22362.01,Pest Treatment carried out due to panel cracking; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF247
TRT678,ART517,Varnish Removal,2012-06-25,2012-08-08,1788.43,Varnish Removal carried out due to surface dust and grime; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF114
TRT679,ART701,Inpainting,2014-10-21,2015-02-12,26866.9,Inpainting carried out due to acidic backing board; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF065
TRT680,ART942,Inpainting,2020-03-13,2020-05-24,31325.76,Inpainting carried out due to frame instability; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF421
TRT681,ART248,Pest Treatment,2010-03-31,2010-06-05,18269.12,Pest Treatment carried out due to frame instability; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF138
TRT682,ART006,Structural Stabilization,2018-07-23,2018-11-18,32897.08,Structural Stabilization carried out due to canvas deformation; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF283
TRT683,ART041,Structural Stabilization,2013-10-06,2014-01-03,27663.91,Structural Stabilization carried out due to flaking paint layers; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF396
TRT684,ART239,Surface Cleaning,2020-09-26,2020-11-10,1159.72,Surface Cleaning carried out due to surface dust and grime; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF162
TRT685,ART610,Surface Cleaning,2011-09-25,2011-11-19,12059.48,Surface Cleaning carried out due to panel cracking; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF139
TRT686,ART383,Inpainting,2010-09-01,2010-09-22,7648.53,Inpainting carried out due to panel cracking; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF069
